Free_category_count,Neutral_category_count,Busy_Category_count,System_category_count,Battery_level,Battery_status,Background,Foreground,Service,Visible,Perceptible,Unknown,TimeStamp
5,3,2,17,99,charging,0,0,27,0,0,0,0959
5,3,1,29,58,charging,0,0,38,0,0,0,0621
3,2,3,17,1,charging,0,0,25,0,0,0,0015
4,2,4,15,52,charging,0,0,25,0,0,0,1050
6,3,2,28,72,charging,0,0,39,0,0,0,0644
5,3,4,19,40,charging,0,0,31,0,0,0,1902
5,3,1,27,59,discharging,0,0,36,0,0,0,0521
5,5,2,20,78,charging,0,0,32,0,0,0,0732
5,5,1,24,80,discharging,0,0,35,0,0,0,0552
6,2,1,17,50,discharging,0,0,26,0,0,0,1000
4,2,3,18,80,discharging,0,0,27,0,0,0,1951
6,3,2,17,60,charging,0,0,28,0,0,0,0606
5,3,2,17,78,charging,0,0,27,0,0,0,1253
6,2,2,27,72,discharging,0,0,37,0,0,0,1418
5,3,1,20,78,charging,0,0,29,0,0,0,0714
5,2,3,17,90,charging,0,0,27,0,0,0,1937
5,3,2,17,98,discharging,0,0,27,0,0,0,0028
5,3,3,29,98,discharging,0,0,40,0,0,0,0502
5,4,1,21,82,charging,0,0,31,0,0,0,1013
5,3,2,18,86,charging,0,0,28,0,0,0,0746
5,3,1,21,72,discharging,0,1,29,0,0,0,1934
5,2,2,16,80,charging,0,0,25,0,0,0,0904
5,4,2,17,39,charging,0,1,27,0,0,0,0518
7,3,1,28,85,discharging,0,0,39,0,0,0,1323
5,3,1,17,94,charging,0,0,26,0,0,0,1948
6,3,1,29,68,discharging,0,0,39,0,0,0,2307
5,3,1,18,98,charging,0,0,27,0,0,0,0113
5,2,2,19,66,charging,0,0,28,0,0,0,2056
5,3,3,17,89,discharging,0,0,28,0,0,0,0426
5,3,2,17,84,charging,0,0,27,0,0,0,1042
5,2,2,17,78,charging,0,0,26,0,0,0,1237
5,2,1,26,75,discharging,0,0,34,0,0,0,0203
5,5,3,16,85,discharging,0,0,29,0,0,0,1957
5,3,3,17,76,charging,0,0,28,0,0,0,2032
6,4,3,20,88,charging,0,0,33,0,0,0,1217
7,2,1,27,46,charging,0,0,37,0,0,0,2229
3,2,3,18,93,charging,0,1,25,0,0,0,0454
6,2,2,18,83,discharging,0,0,28,0,0,0,1410
6,3,3,17,65,charging,0,0,29,0,0,0,1141
6,3,1,28,83,charging,0,0,38,0,0,0,1647
7,3,2,21,90,charging,0,0,33,0,0,0,0731
7,2,1,26,57,charging,0,0,36,0,0,0,0911
5,2,2,15,90,discharging,0,0,24,0,0,0,1810
5,4,4,24,59,discharging,0,0,37,0,0,0,0940
5,2,2,18,69,charging,0,0,27,0,0,0,0917
5,2,3,16,75,charging,0,0,26,0,0,0,1745
5,4,2,18,75,charging,0,0,29,0,0,0,1106
3,2,3,17,97,discharging,0,0,25,0,0,0,2202
5,3,1,17,60,charging,0,0,26,0,0,0,1847
5,3,2,15,68,charging,0,0,25,0,0,0,2300
5,2,2,16,98,charging,0,0,25,0,0,0,1443
5,2,4,17,99,discharging,0,0,26,0,0,0,1225
5,2,4,17,42,charging,0,0,28,0,0,0,0240
4,2,3,18,87,discharging,0,1,26,0,0,0,0557
8,2,2,21,91,discharging,0,0,33,0,0,0,1305
5,4,1,20,56,charging,0,0,30,0,0,0,0619
5,3,3,18,76,charging,0,0,29,0,0,0,2035
5,2,2,18,69,discharging,0,1,26,0,0,0,1902
5,3,3,17,99,charging,0,0,28,0,0,0,1158
6,2,1,26,70,charging,0,0,35,0,0,0,1218
6,6,1,27,96,discharging,0,0,40,0,0,0,0844
5,4,3,17,56,discharging,0,0,29,0,0,0,2339
6,3,1,26,82,discharging,0,0,36,0,0,0,0203
5,2,2,15,41,discharging,0,0,24,0,0,0,1710
6,4,1,30,88,charging,0,0,41,0,0,0,0706
8,4,2,27,89,discharging,0,1,38,0,0,0,1856
4,2,2,16,97,charging,0,0,24,0,0,0,0031
5,3,2,18,41,charging,0,0,28,0,0,0,0537
5,4,2,17,93,discharging,0,0,28,0,0,0,1057
5,3,2,17,96,discharging,0,0,27,0,0,0,0108
7,3,2,21,87,charging,0,0,33,0,0,0,0724
5,4,3,17,70,charging,0,0,29,0,0,0,0549
5,2,1,27,94,charging,0,0,35,0,0,0,1849
4,2,2,16,96,charging,0,0,24,0,0,0,0025
6,2,1,28,78,charging,0,0,37,0,0,0,1933
4,2,3,17,1,charging,0,0,26,0,0,0,2124
4,2,3,17,90,discharging,0,0,26,0,0,0,0009
5,2,2,17,54,charging,0,0,26,0,0,0,0221
7,2,1,26,89,charging,0,0,36,0,0,0,0836
5,3,2,15,92,charging,0,0,25,0,0,0,1420
5,3,2,17,97,charging,0,0,27,0,0,0,0630
4,2,3,17,78,charging,0,0,26,0,0,0,2300
5,3,1,20,87,charging,0,0,29,0,0,0,0528
6,3,1,26,67,discharging,0,0,36,0,0,0,0523
5,3,1,20,83,charging,0,0,29,0,0,0,0721
5,2,2,21,78,charging,0,0,30,0,0,0,1832
5,4,2,18,65,discharging,0,0,29,0,0,0,2124
5,3,2,17,98,discharging,0,0,27,0,0,0,0418
4,2,3,17,94,discharging,0,0,26,0,0,0,0752
6,3,1,27,94,charging,0,0,37,0,0,0,0913
6,3,2,27,81,charging,0,0,38,0,0,0,0753
5,3,2,17,43,charging,0,0,27,0,0,0,0525
5,2,3,17,68,charging,0,0,27,0,0,0,2306
5,2,0,19,67,charging,0,0,26,0,0,0,1944
6,3,1,27,1,charging,0,0,37,0,0,0,1046
5,3,1,22,93,charging,0,0,31,0,0,0,1145
5,3,2,15,55,discharging,0,0,25,0,0,0,0119
2,0,0,0,93,charging,0,0,1,0,0,0,1153
6,3,1,29,95,charging,0,0,39,0,0,0,2358
5,2,1,28,90,discharging,0,0,36,0,0,0,1157
5,2,2,17,75,charging,0,0,26,0,0,0,1233
6,3,1,27,49,charging,0,0,37,0,0,0,0733
5,4,1,27,53,charging,0,0,37,0,0,0,2049
5,4,1,20,73,charging,0,0,30,0,0,0,0446
5,4,3,14,55,discharging,0,0,26,0,0,0,0928
7,2,1,28,81,charging,0,0,38,0,0,0,1054
5,2,2,18,40,charging,0,1,26,0,0,0,0441
5,2,1,29,71,charging,0,0,37,0,0,0,0216
6,2,2,26,1,charging,0,0,36,0,0,0,1257
1,0,1,0,95,charging,0,1,0,0,0,0,0657
5,2,2,15,94,discharging,0,0,24,0,0,0,1824
8,4,2,22,60,charging,0,0,36,0,0,0,0858
6,3,2,18,34,discharging,0,0,29,0,0,0,1419
5,3,3,17,39,charging,0,0,28,0,0,0,0226
5,3,1,17,51,charging,0,1,25,0,0,0,0504
5,2,2,17,71,discharging,0,0,26,0,0,0,0252
5,3,2,20,76,discharging,0,1,29,0,0,0,1847
5,3,3,16,84,discharging,0,0,27,0,0,0,0525
5,3,2,20,63,charging,0,0,30,0,0,0,0834
5,3,2,17,62,discharging,0,0,27,0,0,0,1442
7,4,1,27,61,discharging,0,0,38,0,0,0,1825
5,3,3,16,95,charging,0,0,27,0,0,0,1248
5,2,1,16,42,discharging,0,0,24,0,0,0,0343
5,3,3,17,86,charging,0,0,28,0,0,0,1603
5,3,2,20,74,charging,0,0,30,0,0,0,0733
6,3,2,20,69,discharging,0,0,31,0,0,0,0235
5,2,2,17,91,charging,0,0,26,0,0,0,2029
6,4,2,29,70,charging,0,0,39,0,0,0,1635
5,2,1,15,99,discharging,0,0,23,0,0,0,1941
4,2,3,19,87,discharging,0,1,27,0,0,0,1934
7,2,1,20,70,charging,0,0,30,0,0,0,0519
6,2,1,28,62,discharging,0,0,37,0,0,0,1840
6,3,1,21,75,charging,0,0,31,0,0,0,0738
5,3,3,17,55,charging,0,1,27,0,0,0,0615
5,3,2,17,95,charging,0,0,27,0,0,0,1106
4,2,3,18,78,charging,0,0,27,0,0,0,0534
5,3,2,17,79,charging,0,0,27,0,0,0,0823
5,4,2,18,55,charging,0,0,28,0,0,0,1005
5,3,2,19,87,discharging,0,0,29,0,0,0,0845
5,3,1,21,90,charging,0,0,30,0,0,0,1137
1,0,0,0,89,discharging,0,0,1,0,0,0,1914
6,2,2,18,74,discharging,0,0,28,0,0,0,2037
5,2,2,18,49,discharging,0,1,26,0,0,0,0125
5,3,2,17,90,charging,0,0,27,0,0,0,1052
4,2,3,15,80,charging,0,0,24,0,0,0,1212
5,3,2,15,53,discharging,0,0,25,0,0,0,1046
5,2,2,17,91,charging,0,0,26,0,0,0,1136
5,2,1,26,93,charging,0,0,34,0,0,0,1741
5,3,2,17,90,charging,0,0,27,0,0,0,0840
5,3,1,17,75,charging,0,0,26,0,0,0,0723
5,3,2,17,78,charging,0,0,27,0,0,0,2212
5,2,2,18,93,charging,0,0,27,0,0,0,2047
5,2,2,15,68,charging,0,0,24,0,0,0,0840
5,2,4,18,77,discharging,0,0,29,0,0,0,0913
5,3,2,25,98,discharging,0,0,35,0,0,0,2156
4,3,3,18,98,charging,0,0,28,0,0,0,1130
6,3,2,17,76,charging,0,0,28,0,0,0,1313
5,4,3,14,94,charging,0,0,26,0,0,0,1318
6,3,2,21,73,charging,0,0,32,0,0,0,0822
5,4,2,17,48,discharging,0,0,28,0,0,0,0236
5,2,2,19,75,charging,0,0,28,0,0,0,2108
6,3,2,28,92,discharging,0,0,39,0,0,0,1015
5,3,2,17,96,discharging,0,0,27,0,0,0,0019
5,2,1,27,96,discharging,0,0,35,0,0,0,2345
5,3,2,15,78,charging,0,0,25,0,0,0,2147
3,2,3,17,95,charging,0,0,25,0,0,0,1952
5,3,2,18,66,charging,0,1,27,0,0,0,0608
5,2,2,17,86,discharging,0,1,25,0,0,0,0457
5,2,3,17,78,charging,0,0,27,0,0,0,2027
5,2,2,16,93,charging,0,0,25,0,0,0,1024
5,3,2,19,79,discharging,0,1,28,0,0,0,2036
6,3,1,26,72,charging,0,0,36,0,0,0,0814
5,3,1,30,75,charging,0,0,39,0,0,0,1649
5,3,3,19,94,discharging,0,0,30,0,0,0,2250
5,4,1,20,68,charging,0,0,30,0,0,0,0701
5,4,2,17,97,discharging,0,0,28,0,0,0,1754
5,3,1,26,91,charging,0,0,34,0,0,1,0920
5,3,2,18,73,charging,0,0,28,0,0,0,1115
4,3,3,18,57,discharging,0,0,28,0,0,0,2239
4,2,2,18,36,discharging,0,0,26,0,0,0,2327
6,3,1,26,44,charging,0,0,36,0,0,0,0820
6,3,3,18,40,charging,0,0,30,0,0,0,2007
5,3,2,18,72,discharging,0,0,28,0,0,0,0447
5,4,2,17,49,charging,0,0,28,0,0,0,0604
5,3,2,16,44,charging,0,0,26,0,0,0,0958
6,4,1,20,61,charging,0,0,30,0,0,1,0456
5,4,2,18,48,discharging,0,0,29,0,0,0,0106
5,3,2,15,51,charging,0,0,25,0,0,0,2242
4,5,3,16,71,charging,0,0,26,0,0,0,1133
5,2,1,29,76,charging,0,0,37,0,0,0,1708
5,3,3,20,87,discharging,0,0,31,0,0,0,2328
5,2,3,18,52,charging,0,0,28,0,0,0,1141
5,2,2,18,67,discharging,0,1,26,0,0,0,1915
5,4,2,18,50,charging,0,0,29,0,0,0,1034
5,3,1,28,58,charging,0,0,37,0,0,0,0540
5,3,2,16,48,charging,0,0,26,0,0,0,1003
6,3,1,26,78,charging,0,0,36,0,0,0,1128
4,2,4,17,96,charging,0,1,26,0,0,0,2110
4,3,2,14,95,charging,0,0,23,0,0,0,2217
6,5,1,21,98,charging,0,0,33,0,0,0,0800
6,2,1,29,83,charging,0,0,38,0,0,0,1642
5,4,2,17,45,charging,0,0,28,0,0,0,1026
5,2,2,18,83,discharging,0,0,27,0,0,0,0436
7,3,1,26,60,charging,0,0,37,0,0,0,0921
6,2,1,26,70,discharging,0,0,35,0,0,0,1535
7,3,1,26,73,charging,0,0,37,0,0,0,0915
5,3,3,18,76,charging,0,0,29,0,0,0,1037
5,3,1,27,65,charging,0,0,36,0,0,0,0736
5,3,2,17,34,charging,0,0,27,0,0,0,1435
7,2,1,26,79,charging,0,0,36,0,0,0,0848
5,3,1,26,78,charging,0,0,35,0,0,0,0553
5,2,2,18,53,discharging,0,1,26,0,0,0,1943
6,2,1,29,93,discharging,0,0,38,0,0,0,2203
5,3,2,17,77,discharging,0,0,27,0,0,0,0849
5,4,2,15,72,discharging,0,0,26,0,0,0,0343
5,2,2,17,94,discharging,0,0,26,0,0,0,1445
5,2,4,17,78,discharging,0,1,27,0,0,0,0445
7,2,1,26,67,charging,0,0,36,0,0,0,1011
5,3,3,19,63,discharging,0,0,30,0,0,0,1141
5,4,3,17,55,charging,0,0,29,0,0,0,1248
5,3,2,15,56,discharging,0,0,25,0,0,0,0527
1,0,0,0,83,discharging,0,0,1,0,0,0,0325
6,3,2,30,57,charging,0,0,41,0,0,0,0315
5,3,3,18,87,charging,0,0,29,0,0,0,1052
5,3,2,18,65,discharging,0,1,27,0,0,0,1821
5,2,2,19,92,discharging,0,1,27,0,0,0,0146
5,3,2,15,87,charging,0,0,25,0,0,0,1449
5,3,1,27,62,charging,0,0,36,0,0,0,2153
5,2,2,27,89,discharging,0,0,36,0,0,0,1720
5,3,1,21,80,charging,0,0,30,0,0,0,0913
5,2,1,26,63,charging,0,0,34,0,0,0,2242
5,2,4,17,54,charging,0,0,28,0,0,0,0254
5,3,2,18,95,charging,0,0,28,0,0,0,0817
5,2,4,18,91,charging,0,0,29,0,0,0,2222
6,2,2,30,60,charging,0,0,40,0,0,0,2353
5,3,1,29,99,discharging,0,0,38,0,0,0,1003
7,4,1,27,53,charging,0,0,39,0,0,0,0805
5,3,3,18,44,charging,0,1,28,0,0,0,1924
5,3,1,20,59,charging,0,1,28,0,0,0,0521
5,2,2,16,56,charging,0,0,25,0,0,0,0900
7,3,1,27,75,charging,0,0,38,0,0,0,0839
6,2,2,27,67,charging,0,0,37,0,0,0,0646
6,3,1,21,78,charging,0,0,31,0,0,0,0742
5,4,2,17,99,charging,0,0,28,0,0,0,1256
4,2,3,17,91,charging,0,0,26,0,0,0,1111
3,2,3,17,86,charging,0,0,25,0,0,0,1931
5,2,2,17,66,charging,0,0,26,0,0,0,2324
5,4,2,20,50,discharging,0,0,31,0,0,0,0557
5,3,2,17,38,charging,0,0,27,0,0,0,0731
6,2,1,27,89,charging,0,0,36,0,0,0,2359
5,3,2,17,57,discharging,0,0,27,0,0,0,2309
5,2,1,27,76,charging,0,0,35,0,0,0,1711
5,2,2,18,64,charging,0,0,27,0,0,0,0314
6,2,2,27,62,charging,0,0,37,0,0,0,0638
5,4,1,19,66,charging,0,0,29,0,0,0,1951
4,2,3,17,87,charging,0,0,26,0,0,0,1208
5,2,2,15,91,charging,0,0,24,0,0,0,0729
5,3,2,28,84,charging,0,0,38,0,0,0,1654
5,3,2,18,66,charging,0,0,28,0,0,0,1121
6,3,2,18,37,charging,0,1,28,0,0,0,0536
7,2,1,28,86,charging,0,0,38,0,0,0,1739
5,2,2,18,62,discharging,0,0,27,0,0,0,0335
5,4,2,20,95,charging,0,1,30,0,0,0,0541
6,4,1,28,82,charging,0,0,39,0,0,0,1110
5,2,2,15,85,charging,0,0,24,0,0,0,0022
5,2,2,21,80,charging,0,0,30,0,0,0,1835
5,3,1,18,67,discharging,0,0,27,0,0,0,2122
5,2,1,27,94,charging,0,0,35,0,0,0,2319
5,2,2,17,55,discharging,0,0,26,0,0,0,0408
5,4,2,17,46,charging,0,1,27,0,0,0,0528
6,4,1,27,88,discharging,0,0,38,0,0,0,1232
5,3,3,19,76,discharging,0,1,29,0,0,0,0518
4,2,4,17,94,charging,0,0,27,0,0,0,0246
5,3,2,15,51,discharging,0,0,25,0,0,0,0146
6,2,3,17,91,charging,0,0,28,0,0,0,2309
5,2,2,16,82,charging,0,0,25,0,0,0,0859
5,4,2,17,72,discharging,0,1,27,0,0,0,2147
5,2,3,17,95,discharging,0,0,27,0,0,0,0225
6,3,2,19,68,charging,0,0,30,0,0,0,0938
5,3,2,18,68,discharging,0,0,28,0,0,0,0705
6,4,1,20,70,charging,0,0,31,0,0,0,0457
5,5,1,20,88,discharging,0,1,30,0,0,0,1913
6,4,1,26,67,discharging,0,0,37,0,0,0,1859
5,2,2,15,71,discharging,0,0,24,0,0,0,1037
5,3,3,17,87,discharging,0,0,28,0,0,0,0442
8,4,2,21,68,charging,0,0,35,0,0,0,0527
5,4,3,17,50,charging,0,0,29,0,0,0,1242
5,3,2,17,89,discharging,0,0,27,0,0,0,0234
5,4,1,26,76,charging,0,0,36,0,0,0,0551
5,2,2,17,84,discharging,0,1,25,0,0,0,1902
5,3,1,28,51,charging,0,0,37,0,0,0,2210
5,2,2,16,97,charging,0,0,25,0,0,0,0933
6,3,1,26,43,charging,0,0,36,0,0,0,0819
8,3,2,21,99,discharging,0,0,34,0,0,0,1036
6,3,1,29,74,charging,0,0,39,0,0,0,2020
5,3,3,17,67,charging,0,1,27,0,0,0,0629
5,3,3,19,64,discharging,0,1,29,0,0,0,0716
7,2,2,19,88,discharging,0,0,30,0,0,0,1201
5,4,1,29,69,charging,0,0,39,0,0,0,0746
1,0,0,0,92,discharging,0,0,1,0,0,0,1851
5,2,1,29,74,discharging,0,0,37,0,0,0,1446
5,3,1,29,47,charging,0,0,38,0,0,0,2206
4,2,3,15,94,charging,0,0,24,0,0,0,1237
5,3,2,17,84,charging,0,0,27,0,0,0,2221
5,3,2,17,87,discharging,0,0,27,0,0,0,0539
6,2,2,17,36,discharging,0,0,27,0,0,0,1259
6,4,2,30,66,discharging,0,0,42,0,0,0,0847
7,3,2,28,76,discharging,0,1,39,0,0,0,1834
6,3,1,27,72,charging,0,0,37,0,0,0,0839
5,3,2,18,52,charging,0,0,28,0,0,0,1310
7,2,2,21,73,charging,0,0,32,0,0,0,2251
6,3,2,19,82,discharging,0,0,30,0,0,0,0916
5,2,2,15,35,discharging,0,0,24,0,0,0,2118
6,3,3,28,55,charging,0,0,39,0,0,0,2208
5,3,3,16,55,charging,0,0,27,0,0,0,0246
1,0,0,0,81,charging,0,0,1,0,0,0,0631
4,2,3,17,82,charging,0,0,26,0,0,0,0829
5,4,2,16,61,discharging,0,0,27,0,0,0,0004
6,3,1,28,98,discharging,0,0,38,0,0,0,1204
5,3,2,19,78,discharging,0,1,28,0,0,0,2043
5,3,2,15,53,charging,0,0,25,0,0,0,0252
7,2,1,26,92,charging,0,0,36,0,0,0,1053
5,3,3,19,79,discharging,0,0,30,0,0,0,0617
6,3,1,20,65,charging,0,0,30,0,0,0,0512
5,2,2,15,94,discharging,0,0,24,0,0,0,1346
5,3,1,27,73,charging,0,0,36,0,0,0,2019
5,5,1,23,75,charging,0,0,34,0,0,0,1312
6,3,2,27,67,charging,0,0,38,0,0,0,0736
5,3,1,28,69,charging,0,0,37,0,0,0,0554
5,2,1,30,89,charging,0,0,38,0,0,0,1052
3,2,3,17,80,charging,0,0,25,0,0,0,2326
5,3,2,17,42,discharging,0,1,26,0,0,0,1916
5,3,4,24,69,charging,0,0,35,0,0,0,0800
7,2,1,27,86,discharging,0,0,37,0,0,0,1803
4,1,2,25,89,charging,0,0,32,0,0,0,2015
1,0,2,0,31,discharging,0,0,1,0,0,0,0954
5,3,2,16,28,discharging,0,0,26,0,0,0,0809
5,4,2,17,96,discharging,0,0,28,0,0,0,1003
6,2,2,30,70,charging,0,0,40,0,0,0,1035
5,3,2,17,76,charging,0,1,26,0,0,0,1120
4,3,2,19,55,charging,0,0,28,0,0,0,0908
7,3,1,26,90,charging,0,0,37,0,0,0,0717
8,4,2,21,63,charging,0,0,35,0,0,0,0521
5,3,3,18,66,discharging,0,0,29,0,0,0,0139
7,3,1,27,72,charging,0,0,38,0,0,0,0836
5,2,2,17,88,charging,0,0,26,0,0,0,1213
5,3,1,30,64,charging,0,0,39,0,0,0,1017
6,2,2,29,66,charging,0,0,39,0,0,0,2038
5,2,2,15,94,discharging,0,0,24,0,0,0,2307
6,3,2,17,62,charging,0,0,28,0,0,0,1153
6,4,2,19,76,discharging,0,0,31,0,0,0,2009
5,2,1,16,84,charging,0,0,24,0,0,0,1342
5,3,3,17,38,charging,0,0,28,0,0,0,0951
6,3,1,29,99,charging,0,0,39,0,0,0,0837
5,2,3,17,97,discharging,0,0,27,0,0,0,1738
5,2,1,28,71,discharging,0,0,36,0,0,0,0633
5,3,1,26,41,charging,0,0,35,0,0,0,2046
4,2,3,18,94,charging,0,0,27,0,0,0,1237
5,3,3,18,74,discharging,0,0,29,0,0,0,0501
5,3,2,15,80,discharging,0,0,25,0,0,0,0108
5,3,2,15,1,charging,0,0,25,0,0,0,1530
5,2,2,17,62,discharging,0,0,26,0,0,0,0808
5,3,2,18,63,discharging,0,0,28,0,0,0,0151
6,3,2,30,83,charging,0,0,41,0,0,0,1050
5,4,2,16,91,discharging,0,0,27,0,0,0,0411
5,3,3,17,60,discharging,0,0,28,0,0,0,0925
7,2,1,26,72,charging,0,0,36,0,0,0,1019
5,3,2,18,63,charging,0,0,28,0,0,0,1102
6,3,2,27,90,charging,0,0,38,0,0,0,0808
5,3,2,18,75,discharging,0,0,28,0,0,0,1052
7,2,1,26,98,charging,0,0,36,0,0,0,1806
1,0,0,0,85,charging,0,0,1,0,0,0,1105
5,4,2,18,63,charging,0,0,29,0,0,0,1050
6,2,1,26,92,charging,0,0,35,0,0,0,0847
6,3,1,27,67,charging,0,0,37,0,0,0,0918
5,2,2,17,89,charging,0,0,26,0,0,0,0911
6,4,1,22,97,discharging,0,0,33,0,0,0,0903
5,3,2,16,81,charging,0,0,26,0,0,0,2348
5,3,2,17,1,charging,0,1,26,0,0,0,1304
5,3,2,20,64,charging,0,0,30,0,0,0,0925
5,4,2,19,68,discharging,0,0,30,0,0,0,2150
5,2,2,18,96,discharging,0,0,27,0,0,0,2308
1,0,0,0,83,discharging,0,0,1,0,0,0,1956
5,4,2,17,59,charging,0,0,28,0,0,0,1047
5,2,2,29,71,discharging,0,0,38,0,0,0,0236
5,4,2,25,81,discharging,0,0,36,0,0,0,0341
5,2,3,17,90,charging,0,0,27,0,0,0,0009
3,2,4,17,75,charging,0,0,26,0,0,0,0601
5,3,2,15,63,discharging,0,0,25,0,0,0,0428
5,2,3,17,76,charging,0,0,27,0,0,0,1118
6,3,1,21,74,charging,0,0,31,0,0,0,0707
5,3,2,17,50,discharging,0,1,26,0,0,0,1906
6,4,1,27,48,charging,0,0,38,0,0,0,0812
1,0,0,0,90,charging,0,0,1,0,0,0,2240
6,3,1,29,81,charging,0,0,39,0,0,0,2030
5,3,3,16,53,charging,0,0,27,0,0,0,0244
6,3,1,27,85,charging,0,0,37,0,0,0,0924
5,3,2,17,83,charging,0,0,27,0,0,0,1300
5,3,2,16,60,charging,0,0,26,0,0,0,1030
5,2,3,18,70,charging,0,0,28,0,0,0,1110
5,2,2,17,85,discharging,0,0,26,0,0,0,1707
6,2,3,17,83,charging,0,0,28,0,0,0,1246
7,3,2,29,73,discharging,0,0,41,0,0,0,0816
5,2,2,15,92,discharging,0,0,24,0,0,0,1543
5,2,2,17,89,discharging,0,0,26,0,0,0,2217
4,2,3,17,94,charging,0,0,26,0,0,0,1223
6,3,1,27,94,charging,0,0,37,0,0,0,1000
8,3,2,27,45,charging,0,0,39,0,0,0,0806
6,3,1,27,42,charging,0,0,37,0,0,0,0803
6,4,1,29,59,charging,0,0,40,0,0,0,2221
6,3,2,27,99,discharging,0,0,37,0,0,0,1145
5,3,1,21,85,charging,0,0,30,0,0,0,1007
5,2,2,18,38,discharging,0,1,26,0,0,0,1917
5,3,2,15,91,charging,0,0,25,0,0,0,1457
5,3,2,16,99,charging,0,0,26,0,0,0,1039
4,3,3,18,61,discharging,0,0,28,0,0,0,1253
5,4,2,18,52,charging,0,0,29,0,0,0,1037
5,3,2,18,54,discharging,0,0,28,0,0,0,0644
5,2,2,17,99,charging,0,0,26,0,0,0,0252
5,2,3,17,59,charging,0,0,27,0,0,0,0140
6,2,2,29,86,charging,0,0,39,0,0,0,1627
6,3,1,27,61,charging,0,0,37,0,0,0,0842
5,3,2,16,74,discharging,0,0,26,0,0,0,0229
4,2,4,15,64,charging,0,0,25,0,0,0,1105
6,3,1,20,83,charging,0,0,30,0,0,0,0800
5,4,2,17,75,discharging,0,0,28,0,0,0,0331
5,2,1,17,71,charging,0,0,25,0,0,0,1939
5,3,2,15,52,charging,0,0,25,0,0,0,1242
5,3,2,17,85,charging,0,1,26,0,0,0,0653
6,3,2,17,92,charging,0,0,28,0,0,0,1339
5,3,2,18,80,charging,0,0,28,0,0,0,1344
5,3,3,18,76,charging,0,0,29,0,0,0,0950
5,3,3,17,52,charging,0,1,27,0,0,0,0611
4,2,3,17,83,discharging,0,0,26,0,0,0,2005
7,4,1,26,96,charging,0,0,38,0,0,0,1014
7,2,3,17,55,charging,0,0,29,0,0,0,0516
6,3,2,31,70,charging,0,0,41,0,0,0,1632
5,2,1,29,93,charging,0,0,37,0,0,0,0721
5,2,2,18,74,discharging,0,0,27,0,0,0,1936
5,4,1,21,69,charging,0,1,30,0,0,0,0456
5,3,2,18,47,charging,0,0,28,0,0,0,1304
5,4,3,17,42,discharging,0,0,29,0,0,0,1219
5,3,2,17,72,discharging,0,0,27,0,0,0,1241
5,3,2,15,68,charging,0,0,25,0,0,0,1424
5,2,2,19,84,charging,0,0,28,0,0,0,2120
7,4,1,26,77,charging,0,0,38,0,0,0,0833
8,4,3,21,84,discharging,0,0,36,0,0,0,0640
6,3,2,20,47,discharging,0,0,31,0,0,0,0016
6,2,2,27,76,charging,0,0,37,0,0,0,1742
5,3,2,19,65,charging,0,0,29,0,0,0,0910
5,6,1,25,58,charging,0,0,37,0,0,0,1206
6,3,1,26,72,discharging,0,1,35,0,0,0,0423
5,2,2,17,49,charging,0,0,26,0,0,0,0214
5,3,2,17,71,discharging,0,0,27,0,0,0,2246
5,2,2,17,84,charging,0,0,26,0,0,0,0903
6,3,2,19,76,charging,0,0,30,0,0,0,1042
5,2,3,17,35,charging,0,0,27,0,0,0,0239
5,2,1,28,78,charging,0,0,36,0,0,0,1643
5,3,2,16,84,discharging,0,0,26,0,0,0,1716
6,3,2,21,49,charging,0,0,32,0,0,0,1959
6,2,2,28,69,discharging,0,0,38,0,0,0,1141
5,3,3,18,42,charging,0,0,29,0,0,0,2040
5,3,1,28,98,discharging,0,0,37,0,0,0,0731
7,2,1,26,99,charging,0,0,36,0,0,0,1053
6,2,2,17,62,discharging,0,0,27,0,0,0,1146
6,2,2,30,69,charging,0,0,40,0,0,0,0010
4,2,3,17,80,charging,0,0,26,0,0,0,2248
5,3,1,28,86,charging,0,0,37,0,0,0,1826
5,3,1,28,93,discharging,0,0,37,0,0,0,1120
5,3,2,20,76,charging,0,0,30,0,0,0,0736
5,3,2,17,55,discharging,0,0,27,0,0,0,1800
5,3,2,15,63,charging,0,0,25,0,0,0,1308
5,3,2,16,65,charging,0,0,26,0,0,0,0944
7,2,3,17,50,charging,0,0,29,0,0,0,0442
5,2,2,17,94,charging,0,0,26,0,0,0,1150
5,3,3,18,80,discharging,0,0,29,0,0,0,2237
5,3,1,20,86,charging,0,0,29,0,0,0,2307
6,3,2,30,90,discharging,0,0,41,0,0,0,0938
6,4,1,26,58,charging,0,0,37,0,0,0,1940
4,2,3,18,74,discharging,0,0,27,0,0,0,0715
6,2,2,27,65,charging,0,0,37,0,0,0,1634
5,4,2,16,67,charging,0,0,27,0,0,0,0111
5,2,3,16,95,charging,0,0,26,0,0,0,1232
6,3,3,19,60,discharging,0,0,31,0,0,0,1027
5,4,2,18,98,discharging,0,0,29,0,0,0,1757
5,3,2,18,72,discharging,0,0,28,0,0,0,2309
5,3,1,27,76,charging,0,0,36,0,0,0,2233
5,3,3,18,91,discharging,0,0,29,0,0,0,2347
5,3,3,16,78,charging,0,0,27,0,0,0,0539
6,2,2,30,48,charging,0,0,40,0,0,0,0306
5,3,2,17,78,charging,0,0,27,0,0,0,0258
